i,j,value_real,value_imag
334,335,-0.67066283189908604,-0.48899014909208366
334,357,-1.0700000000000001,0
335,336,-0.67066283189908604,-0.48899014909208366
335,358,-1.0700000000000001,0
335,359,0,0.16
336,337,-0.67066283189908604,-0.48899014909208366
336,359,-1.0700000000000001,0
337,338,-0.67066283189908604,-0.48899014909208366
337,360,-1.0700000000000001,0
338,339,-0.67066283189908604,-0.48899014909208366
338,361,-1.0700000000000001,0
338,362,0,-0.16
339,340,-0.67066283189908604,-0.48899014909208366
339,362,-1.0700000000000001,0
340,341,-0.67066283189908604,-0.48899014909208366
340,363,-1.0700000000000001,0
341,342,-0.67066283189908604,-0.48899014909208366
341,364,-1.0700000000000001,0
341,365,0,0.16
342,343,-0.67066283189908604,-0.48899014909208366
342,365,-1.0700000000000001,0
343,344,-0.67066283189908604,-0.48899014909208366
343,366,-1.0700000000000001,0
344,367,-1.0700000000000001,0
345,346,-0.64798676943993094,-0.51866477288399082
345,368,-1.0700000000000001,0
345,369,0,-0.16
346,347,-0.64798676943993094,-0.51866477288399082
346,369,-1.0700000000000001,0
347,348,-0.64798676943993094,-0.51866477288399082
347,370,-1.0700000000000001,0
348,349,-0.64798676943993094,-0.51866477288399082
348,371,-1.0700000000000001,0
348,372,0,0.16
349,350,-0.64798676943993094,-0.51866477288399082
349,372,-1.0700000000000001,0
350,351,-0.64798676943993094,-0.51866477288399082
350,373,-1.0700000000000001,0
351,352,-0.64798676943993094,-0.51866477288399082
351,374,-1.0700000000000001,0
351,375,0,-0.16
352,353,-0.64798676943993094,-0.51866477288399082
352,375,-1.0700000000000001,0
353,354,-0.64798676943993094,-0.51866477288399082
353,376,-1.0700000000000001,0
354,355,-0.64798676943993094,-0.51866477288399082
354,377,-1.0700000000000001,0
354,378,0,0.16
355,356,-0.64798676943993094,-0.51866477288399082
355,378,-1.0700000000000001,0
356,357,-0.64798676943993094,-0.51866477288399082
356,379,-1.0700000000000001,0
357,358,-0.64798676943993094,-0.51866477288399082
357,380,-1.0700000000000001,0
357,381,0,-0.16
358,359,-0.64798676943993094,-0.51866477288399082
358,381,-1.0700000000000001,0
359,360,-0.64798676943993094,-0.51866477288399082
359,382,-1.0700000000000001,0
360,361,-0.64798676943993094,-0.51866477288399082
360,383,-1.0700000000000001,0
360,384,0,0.16
361,362,-0.64798676943993094,-0.51866477288399082
361,384,-1.0700000000000001,0
362,363,-0.64798676943993094,-0.51866477288399082
362,385,-1.0700000000000001,0
363,364,-0.64798676943993094,-0.51866477288399082
363,386,-1.0700000000000001,0
363,387,0,-0.16
364,365,-0.64798676943993094,-0.51866477288399082
364,387,-1.0700000000000001,0
365,366,-0.64798676943993094,-0.51866477288399082
365,388,-1.0700000000000001,0
366,367,-0.64798676943993094,-0.51866477288399082
366,389,-1.0700000000000001,0
366,390,0,0.16
367,390,-1.0700000000000001,0
368,369,-0.62399875518694281,-0.54728927773632263
368,391,-1.0700000000000001,0
369,370,-0.62399875518694281,-0.54728927773632263
369,392,-1.0700000000000001,0
370,371,-0.62399875518694281,-0.54728927773632263
370,393,-1.0700000000000001,0
370,394,0,-0.16
371,372,-0.62399875518694281,-0.54728927773632263
371,394,-1.0700000000000001,0
372,373,-0.62399875518694281,-0.54728927773632263
372,395,-1.0700000000000001,0
373,374,-0.62399875518694281,-0.54728927773632263
373,396,-1.0700000000000001,0
373,397,0,0.16
374,375,-0.62399875518694281,-0.54728927773632263
374,397,-1.0700000000000001,0
375,376,-0.62399875518694281,-0.54728927773632263
375,398,-1.0700000000000001,0
376,377,-0.62399875518694281,-0.54728927773632263
376,399,-1.0700000000000001,0
376,400,0,-0.16
377,378,-0.62399875518694281,-0.54728927773632263
377,400,-1.0700000000000001,0
378,379,-0.62399875518694281,-0.54728927773632263
378,401,-1.0700000000000001,0
379,380,-0.62399875518694281,-0.54728927773632263
379,402,-1.0700000000000001,0
379,403,0,0.16
380,381,-0.62399875518694281,-0.54728927773632263
380,403,-1.0700000000000001,0
381,382,-0.62399875518694281,-0.54728927773632263
381,404,-1.0700000000000001,0
382,383,-0.62399875518694281,-0.54728927773632263
382,405,-1.0700000000000001,0
382,406,0,-0.16
383,384,-0.62399875518694281,-0.54728927773632263
383,406,-1.0700000000000001,0
384,385,-0.62399875518694281,-0.54728927773632263
384,407,-1.0700000000000001,0
385,386,-0.62399875518694281,-0.54728927773632263
385,408,-1.0700000000000001,0
385,409,0,0.16
386,387,-0.62399875518694281,-0.54728927773632263
386,409,-1.0700000000000001,0
387,388,-0.62399875518694281,-0.54728927773632263
387,410,-1.0700000000000001,0
388,389,-0.62399875518694281,-0.54728927773632263
388,411,-1.0700000000000001,0
388,412,0,-0.16
389,390,-0.62399875518694281,-0.54728927773632263
389,412,-1.0700000000000001,0
390,413,-1.0700000000000001,0
391,392,-0.59874735667238321,-0.57480570880762294
391,414,-1.0700000000000001,0
392,393,-0.59874735667238321,-0.57480570880762294
392,415,-1.0700000000000001,0
392,416,0,0.16
393,394,-0.59874735667238321,-0.57480570880762294
393,416,-1.0700000000000001,0
394,395,-0.59874735667238321,-0.57480570880762294
394,417,-1.0700000000000001,0
395,396,-0.59874735667238321,-0.57480570880762294
395,418,-1.0700000000000001,0
395,419,0,-0.16
396,397,-0.59874735667238321,-0.57480570880762294
396,419,-1.0700000000000001,0
397,398,-0.59874735667238321,-0.57480570880762294
397,420,-1.0700000000000001,0
398,399,-0.59874735667238321,-0.57480570880762294
398,421,-1.0700000000000001,0
398,422,0,0.16
399,400,-0.59874735667238321,-0.57480570880762294
399,422,-1.0700000000000001,0
400,401,-0.59874735667238321,-0.57480570880762294
400,423,-1.0700000000000001,0
401,402,-0.59874735667238321,-0.57480570880762294
401,424,-1.0700000000000001,0
401,425,0,-0.16
402,403,-0.59874735667238321,-0.57480570880762294
402,425,-1.0700000000000001,0
403,404,-0.59874735667238321,-0.57480570880762294
403,426,-1.0700000000000001,0
404,405,-0.59874735667238321,-0.57480570880762294
404,427,-1.0700000000000001,0
404,428,0,0.16
405,406,-0.59874735667238321,-0.57480570880762294
405,428,-1.0700000000000001,0
406,407,-0.59874735667238321,-0.57480570880762294
406,429,-1.0700000000000001,0
407,408,-0.59874735667238321,-0.57480570880762294
407,430,-1.0700000000000001,0
407,431,0,-0.16
408,409,-0.59874735667238321,-0.57480570880762294
408,431,-1.0700000000000001,0
409,410,-0.59874735667238321,-0.57480570880762294
409,432,-1.0700000000000001,0
410,411,-0.59874735667238321,-0.57480570880762294
410,433,-1.0700000000000001,0
410,434,0,0.16
411,412,-0.59874735667238321,-0.57480570880762294
411,434,-1.0700000000000001,0
412,413,-0.59874735667238321,-0.57480570880762294
412,435,-1.0700000000000001,0
413,436,-1.0700000000000001,0
414,415,-0.57228369934995005,-0.60115835472721824
414,437,-1.0700000000000001,0
414,438,0,-0.16
415,416,-0.57228369934995005,-0.60115835472721824
415,438,-1.0700000000000001,0
416,417,-0.57228369934995005,-0.60115835472721824
416,439,-1.0700000000000001,0
417,418,-0.57228369934995005,-0.60115835472721824
417,440,-1.0700000000000001,0
417,441,0,0.16
418,419,-0.57228369934995005,-0.60115835472721824
418,441,-1.0700000000000001,0
419,420,-0.57228369934995005,-0.60115835472721824
419,442,-1.0700000000000001,0
420,421,-0.57228369934995005,-0.60115835472721824
420,443,-1.0700000000000001,0
420,444,0,-0.16
421,422,-0.57228369934995005,-0.60115835472721824
421,444,-1.0700000000000001,0
422,423,-0.57228369934995005,-0.60115835472721824
422,445,-1.0700000000000001,0
423,424,-0.57228369934995005,-0.60115835472721824
423,446,-1.0700000000000001,0
423,447,0,0.16
424,425,-0.57228369934995005,-0.60115835472721824
424,447,-1.0700000000000001,0
425,426,-0.57228369934995005,-0.60115835472721824
425,448,-1.0700000000000001,0
426,427,-0.57228369934995005,-0.60115835472721824
426,449,-1.0700000000000001,0
426,450,0,-0.16
427,428,-0.57228369934995005,-0.60115835472721824
427,450,-1.0700000000000001,0
428,429,-0.57228369934995005,-0.60115835472721824
428,451,-1.0700000000000001,0
429,430,-0.57228369934995005,-0.60115835472721824
429,452,-1.0700000000000001,0
429,453,0,0.16
430,431,-0.57228369934995005,-0.60115835472721824
430,453,-1.0700000000000001,0
431,432,-0.57228369934995005,-0.60115835472721824
431,454,-1.0700000000000001,0
432,433,-0.57228369934995005,-0.60115835472721824
432,455,-1.0700000000000001,0
432,456,0,-0.16
433,434,-0.57228369934995005,-0.60115835472721824
433,456,-1.0700000000000001,0
434,435,-0.57228369934995005,-0.60115835472721824
434,457,-1.0700000000000001,0
435,436,-0.57228369934995005,-0.60115835472721824
435,458,-1.0700000000000001,0
435,459,0,0.16
436,459,-1.0700000000000001,0
437,438,-0.54466136308320379,-0.62629386039170654
437,460,-1.0700000000000001,0
438,439,-0.54466136308320379,-0.62629386039170654
438,461,-1.0700000000000001,0
439,440,-0.54466136308320379,-0.62629386039170654
439,462,-1.0700000000000001,0
439,463,0,-0.16
440,441,-0.54466136308320379,-0.62629386039170654
440,463,-1.0700000000000001,0
441,442,-0.54466136308320379,-0.62629386039170654
441,464,-1.0700000000000001,0
442,443,-0.54466136308320379,-0.62629386039170654
442,465,-1.0700000000000001,0
442,466,0,0.16
443,444,-0.54466136308320379,-0.62629386039170654
443,466,-1.0700000000000001,0
444,445,-0.54466136308320379,-0.62629386039170654
444,467,-1.0700000000000001,0
445,446,-0.54466136308320379,-0.62629386039170654
445,468,-1.0700000000000001,0
445,469,0,-0.16
446,447,-0.54466136308320379,-0.62629386039170654
446,469,-1.0700000000000001,0
447,448,-0.54466136308320379,-0.62629386039170654
447,470,-1.0700000000000001,0
448,449,-0.54466136308320379,-0.62629386039170654
448,471,-1.0700000000000001,0
448,472,0,0.16
449,450,-0.54466136308320379,-0.62629386039170654
449,472,-1.0700000000000001,0
450,451,-0.54466136308320379,-0.62629386039170654
450,473,-1.0700000000000001,0
451,452,-0.54466136308320379,-0.62629386039170654
451,474,-1.0700000000000001,0
451,475,0,-0.16
452,453,-0.54466136308320379,-0.62629386039170654
452,475,-1.0700000000000001,0
453,454,-0.54466136308320379,-0.62629386039170654
453,476,-1.0700000000000001,0
454,455,-0.54466136308320379,-0.62629386039170654
454,477,-1.0700000000000001,0
454,478,0,0.16
455,456,-0.54466136308320379,-0.62629386039170654
455,478,-1.0700000000000001,0
456,457,-0.54466136308320379,-0.62629386039170654
456,479,-1.0700000000000001,0
457,458,-0.54466136308320379,-0.62629386039170654
457,480,-1.0700000000000001,0
457,481,0,-0.16
458,459,-0.54466136308320379,-0.62629386039170654
458,481,-1.0700000000000001,0
459,482,-1.0700000000000001,0
460,461,-0.51593627366465156,-0.65016133499081108
460,483,-1.0700000000000001,0
461,462,-0.51593627366465156,-0.65016133499081108
461,484,-1.0700000000000001,0
461,485,0,0.16
462,463,-0.51593627366465156,-0.65016133499081108
462,485,-1.0700000000000001,0
463,464,-0.51593627366465156,-0.65016133499081108
463,486,-1.0700000000000001,0
464,465,-0.51593627366465156,-0.65016133499081108
464,487,-1.0700000000000001,0
464,488,0,-0.16
465,466,-0.51593627366465156,-0.65016133499081108
465,488,-1.0700000000000001,0
466,467,-0.51593627366465156,-0.65016133499081108
466,489,-1.0700000000000001,0
467,468,-0.51593627366465156,-0.65016133499081108
467,490,-1.0700000000000001,0
467,491,0,0.16
468,469,-0.51593627366465156,-0.65016133499081108
468,491,-1.0700000000000001,0
469,470,-0.51593627366465156,-0.65016133499081108
469,492,-1.0700000000000001,0
470,471,-0.51593627366465156,-0.65016133499081108
470,493,-1.0700000000000001,0
470,494,0,-0.16
471,472,-0.51593627366465156,-0.65016133499081108
471,494,-1.0700000000000001,0
472,473,-0.51593627366465156,-0.65016133499081108
472,495,-1.0700000000000001,0
473,474,-0.51593627366465156,-0.65016133499081108
473,496,-1.0700000000000001,0
473,497,0,0.16
474,475,-0.51593627366465156,-0.65016133499081108
474,497,-1.0700000000000001,0
475,476,-0.51593627366465156,-0.65016133499081108
475,498,-1.0700000000000001,0
476,477,-0.51593627366465156,-0.65016133499081108
476,499,-1.0700000000000001,0
476,500,0,-0.16
477,478,-0.51593627366465156,-0.65016133499081108
477,500,-1.0700000000000001,0
478,479,-0.51593627366465156,-0.65016133499081108
478,501,-1.0700000000000001,0
479,480,-0.51593627366465156,-0.65016133499081108
479,502,-1.0700000000000001,0
479,503,0,0.16
480,481,-0.51593627366465156,-0.65016133499081108
480,503,-1.0700000000000001,0
481,482,-0.51593627366465156,-0.65016133499081108
481,504,-1.0700000000000001,0
482,505,-1.0700000000000001,0
483,484,-0.48616658958512671,-0.672712455043882
483,506,-1.0700000000000001,0
483,507,0,-0.16
484,485,-0.48616658958512671,-0.672712455043882
484,507,-1.0700000000000001,0
485,486,-0.48616658958512671,-0.672712455043882
485,508,-1.0700000000000001,0
486,487,-0.48616658958512671,-0.672712455043882
486,509,-1.0700000000000001,0
486,510,0,0.16
487,488,-0.48616658958512671,-0.672712455043882
487,510,-1.0700000000000001,0
488,489,-0.48616658958512671,-0.672712455043882
488,511,-1.0700000000000001,0
489,490,-0.48616658958512671,-0.672712455043882
489,512,-1.0700000000000001,0
489,513,0,-0.16
490,491,-0.48616658958512671,-0.672712455043882
490,513,-1.0700000000000001,0
491,492,-0.48616658958512671,-0.672712455043882
491,514,-1.0700000000000001,0
492,493,-0.48616658958512671,-0.672712455043882
492,515,-1.0700000000000001,0
492,516,0,0.16
493,494,-0.48616658958512671,-0.672712455043882
493,516,-1.0700000000000001,0
494,495,-0.48616658958512671,-0.672712455043882
494,517,-1.0700000000000001,0
495,496,-0.48616658958512671,-0.672712455043882
495,518,-1.0700000000000001,0
495,519,0,-0.16
496,497,-0.48616658958512671,-0.672712455043882
496,519,-1.0700000000000001,0
497,498,-0.48616658958512671,-0.672712455043882
497,520,-1.0700000000000001,0
498,499,-0.48616658958512671,-0.672712455043882
498,521,-1.0700000000000001,0
498,522,0,0.16
499,500,-0.48616658958512671,-0.672712455043882
499,522,-1.0700000000000001,0
500,501,-0.48616658958512671,-0.672712455043882
500,523,-1.0700000000000001,0
501,502,-0.48616658958512671,-0.672712455043882
501,524,-1.0700000000000001,0
501,525,0,-0.16
502,503,-0.48616658958512671,-0.672712455043882
502,525,-1.0700000000000001,0
503,504,-0.48616658958512671,-0.672712455043882
503,526,-1.0700000000000001,0
504,505,-0.48616658958512671,-0.672712455043882
504,527,-1.0700000000000001,0
504,528,0,0.16
505,528,-1.0700000000000001,0
506,507,-0.45541258428271764,-0.69390156223843202
507,508,-0.45541258428271764,-0.69390156223843202
508,509,-0.45541258428271764,-0.69390156223843202
509,510,-0.45541258428271764,-0.69390156223843202
510,511,-0.45541258428271764,-0.69390156223843202
511,512,-0.45541258428271764,-0.69390156223843202
512,513,-0.45541258428271764,-0.69390156223843202
513,514,-0.45541258428271764,-0.69390156223843202
514,515,-0.45541258428271764,-0.69390156223843202
515,516,-0.45541258428271764,-0.69390156223843202
516,517,-0.45541258428271764,-0.69390156223843202
517,518,-0.45541258428271764,-0.69390156223843202
518,519,-0.45541258428271764,-0.69390156223843202
519,520,-0.45541258428271764,-0.69390156223843202
520,521,-0.45541258428271764,-0.69390156223843202
521,522,-0.45541258428271764,-0.69390156223843202
522,523,-0.45541258428271764,-0.69390156223843202
523,524,-0.45541258428271764,-0.69390156223843202
524,525,-0.45541258428271764,-0.69390156223843202
525,526,-0.45541258428271764,-0.69390156223843202
526,527,-0.45541258428271764,-0.69390156223843202
527,528,-0.45541258428271764,-0.69390156223843202
